# Метеостанция Сан-Франциско (аэропорт), США, WMO_ID=72494, выборка с 01.01.2014 по 01.01.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=72494&lang=ru
#
"Местное время в Сан-Франциско (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.03.2014 10:00";"14.4";"762.4";"764.8";"";"87";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"14.4";"";"";"200-300";"";"";"16.0";"12.2";"";"";"";"";"";"";
"04.03.2014 04:00";"12.2";"760.9";"763.3";"";"93";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"11.7";"15.6";"";"";"300-600";"";"";"16.0";"11.1";"0.8";"6";"";"";"";"";
"03.03.2014 22:00";"13.3";"761.6";"763.9";"";"90";"Ветер, дующий с востоко-юго-востока";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"10.0";"15.6";"";"";"600-1000";"";"";"16.0";"11.7";"1.0";"6";"";"";"";"";
"03.03.2014 16:00";"15.6";"761.4";"763.9";"";"67";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"10.0";"15.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"03.03.2014 10:00";"12.8";"763.2";"765.6";"";"87";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"11.1";"12.8";"";"";"1500-2000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"03.03.2014 04:00";"11.7";"762.9";"765.3";"";"89";"Ветер, дующий с юго-востока";"4";"";"";"70 – 80%.";" ";"";"";"10.0";"15.6";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"02.03.2014 22:00";"12.8";"763.4";"765.8";"";"87";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"11.1";"15.6";"";"";"300-600";"";"";"16.0";"10.6";"";"";"";"";"";"";
"02.03.2014 16:00";"15.6";"761.6";"763.9";"";"70";"Ветер, дующий с юго-запада";"5";"";"";"70 – 80%.";" ";"";"";"11.1";"15.6";"";"";"200-300";"";"";"16.0";"10.0";"Следы осадков";"6";"";"";"";"";
"02.03.2014 10:00";"13.3";"759.1";"761.4";"";"100";"Ветер, дующий с юга";"5";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"11.7";"13.9";"";"";"200-300";"";"";"8.0";"13.3";"0.8";"6";"";"";"";"";
"02.03.2014 04:00";"12.2";"755.5";"757.9";"";"97";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"11.1";"17.2";"";"";"1500-2000";"";"";"12.0";"11.7";"";"";"";"";"";"";
"01.03.2014 22:00";"13.3";"754.6";"757.0";"";"93";"Ветер, дующий с западо-северо-запада";"2";"";"";"50%.";" ";"";"";"12.2";"17.2";"";"";"600-1000";"";"";"16.0";"12.2";"2.0";"6";"";"";"";"";
"01.03.2014 16:00";"16.1";"751.0";"753.4";"";"78";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.2";"17.2";"";"";"300-600";"";"";"16.0";"12.2";"0.5";"6";"";"";"";"";
"01.03.2014 10:00";"13.9";"749.8";"752.0";"";"81";"Ветер, дующий с востоко-юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"11.7";"13.9";"";"";"300-600";"";"";"16.0";"10.6";"0.5";"6";"";"";"";"";
"01.03.2014 04:00";"12.2";"746.2";"748.5";"";"90";"Ветер, дующий с юго-востока";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.2";"";"";"";"1500-2000";"";"";"16.0";"10.6";"1.0";"6";"";"";"";"";
"28.02.2014 22:00";"12.2";"746.2";"748.4";"";"90";"Ветер, дующий с юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"12.2";"15.6";"";"";"300-600";"";"";"16.0";"10.6";"0.8";"6";"";"";"";"";
"28.02.2014 16:00";"13.3";"744.1";"746.4";"";"81";"Ветер, дующий с юга";"6";"11";"";"70 – 80%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.8";"16.1";"";"";"300-600";"";"";"16.0";"10.0";"3.0";"6";"";"";"";"";
"28.02.2014 10:00";"15.0";"744.9";"747.2";"";"90";"Ветер, дующий с юго-востока";"5";"";"";"70 – 80%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.8";"16.1";"";"";"600-1000";"";"";"16.0";"13.3";"5.0";"6";"";"";"";"";
"28.02.2014 04:00";"13.3";"743.9";"746.2";"";"80";"Ветер, дующий с востока";"8";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"";"";"12.8";"18.3";"";"";"1000-1500";"";"";"9.0";"9.8";"8.0";"6";"";"";"";"";
"27.02.2014 22:00";"15.0";"749.2";"751.5";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"13.3";"18.3";"";"";"600-1000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"27.02.2014 16:00";"17.2";"754.8";"757.1";"";"63";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"10.0";"";"";"";"";"";"";
"27.02.2014 10:00";"14.4";"756.8";"759.1";"";"81";"Ветер, дующий с юго-запада";"5";"";"";"20–30%.";" ";"";"";"12.8";"15.0";"";"";"600-1000";"";"";"16.0";"11.1";"1.0";"6";"";"";"";"";
"27.02.2014 04:00";"13.3";"754.8";"757.2";"";"84";"Ветер, дующий с юго-юго-запада";"8";"";"";"100%.";" ";"";"";"13.3";"15.6";"";"";"600-1000";"";"";"16.0";"10.6";"0.3";"6";"";"";"";"";
"26.02.2014 22:00";"14.4";"753.1";"755.3";"";"90";"Ветер, дующий с юго-юго-запада";"12";"16";"";"100%.";" ";"";"";"12.8";"15.6";"";"";"200-300";"";"";"14.0";"12.8";"5.0";"6";"";"";"";"";
"26.02.2014 16:00";"15.0";"753.3";"755.5";"";"87";"Ветер, дующий с юго-востока";"4";"";"";"100%.";" ";"";"";"12.8";"15.0";"";"";"300-600";"";"";"14.0";"12.8";"4.0";"6";"";"";"";"";
"26.02.2014 10:00";"12.8";"757.6";"760.0";"";"90";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.2";"14.4";"";"";"200-300";"";"";"14.0";"11.1";"3.0";"6";"";"";"";"";
"26.02.2014 04:00";"13.9";"757.6";"760.0";"";"69";"Ветер, дующий с юго-востока";"5";"";"";"100%.";" ";"";"";"12.8";"16.7";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"25.02.2014 22:00";"12.8";"757.9";"760.0";"";"74";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";" ";"";"";"8.9";"15.0";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"25.02.2014 16:00";"15.0";"757.9";"760.1";"";"67";"Ветер, дующий с юго-запада";"6";"";"";"70 – 80%.";" ";"";"";"8.9";"16.7";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"25.02.2014 10:00";"12.2";"759.4";"761.6";"";"83";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"10.0";"12.2";"";"";"200-300";"";"";"12.0";"9.4";"";"";"";"";"";"";
"25.02.2014 04:00";"10.0";"758.4";"760.6";"";"89";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"8.9";"21.7";"";"";"200-300";"";"";"16.0";"8.3";"";"";"";"";"";"";
"24.02.2014 22:00";"12.2";"758.6";"760.8";"";"83";"Ветер, дующий с западо-северо-запада";"4";"";"";"20–30%.";" ";"";"";"7.8";"21.7";"";"";"100-200";"";"";"16.0";"9.4";"";"";"";"";"";"";
"24.02.2014 16:00";"21.7";"757.3";"759.7";"";"42";"Ветер, дующий с западо-северо-запада";"5";"";"";"50%.";" ";"";"";"7.8";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"24.02.2014 10:00";"13.9";"759.9";"762.1";"";"83";"Ветер, дующий с северо-северо-востока";"2";"";"";"20–30%.";" ";"";"";"7.2";"13.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"24.02.2014 04:00";"7.8";"759.1";"761.4";"";"86";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"7.8";"17.2";"";"";"";"";"";"16.0";"5.6";"";"";"";"";"";"";
"23.02.2014 22:00";"10.0";"759.6";"761.8";"";"89";"Ветер, дующий с запада";"4";"";"";"Облаков нет.";" ";"";"";"7.8";"13.9";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"23.02.2014 16:00";"13.9";"758.6";"761.0";"";"74";"Ветер, дующий с запада";"9";"";"";"20–30%.";" ";"";"";"7.8";"17.2";"";"";"100-200";"";"";"16.0";"9.4";"";"";"";"";"";"";
"23.02.2014 10:00";"10.0";"760.6";"762.9";"";"89";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дымка. ";"";"";"7.8";"10.6";"";"";"100-200";"";"";"9.0";"8.3";"";"";"";"";"";"";
"23.02.2014 04:00";"8.9";"759.4";"761.6";"";"89";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"7.8";"18.9";"";"";"100-200";"";"";"16.0";"7.2";"";"";"";"";"";"";
"22.02.2014 22:00";"10.6";"759.4";"761.6";"";"86";"Ветер, дующий с западо-северо-запада";"5";"";"";"20–30%.";" ";"";"";"8.3";"14.4";"";"";"200-300";"";"";"16.0";"8.3";"";"";"";"";"";"";
"22.02.2014 16:00";"14.4";"758.1";"760.4";"";"72";"Ветер, дующий с запада";"9";"";"";"50%.";" ";"";"";"8.3";"18.9";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"22.02.2014 10:00";"13.3";"760.4";"762.6";"";"81";"Ветер, дующий с востоко-северо-востока";"2";"";"";"50%.";" ";"";"";"7.8";"13.3";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"22.02.2014 04:00";"8.3";"759.6";"762.0";"";"90";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"8.3";"20.6";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"21.02.2014 22:00";"11.7";"759.9";"762.2";"";"86";"Ветер, дующий с запада";"6";"";"";"20–30%.";" ";"";"";"8.9";"20.0";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"21.02.2014 16:00";"20.0";"759.9";"762.1";"";"36";"Ветер, дующий с западо-северо-запада";"6";"";"";"20–30%.";" ";"";"";"8.9";"20.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"21.02.2014 10:00";"13.3";"762.7";"765.0";"";"77";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"8.3";"13.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"21.02.2014 04:00";"9.4";"762.4";"764.8";"";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"8.9";"19.4";"";"";"";"";"";"16.0";"5.6";"";"";"";"";"";"";
"20.02.2014 22:00";"12.2";"762.9";"765.2";"";"77";"Ветер, дующий с западо-северо-запада";"4";"";"";"20–30%.";" ";"";"";"8.3";"16.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"20.02.2014 16:00";"17.2";"763.2";"765.4";"";"52";"Ветер, дующий с западо-северо-запада";"8";"";"";"70 – 80%.";" ";"";"";"8.3";"19.4";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"20.02.2014 10:00";"13.3";"765.2";"767.6";"";"70";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"7.2";"13.3";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"20.02.2014 04:00";"9.4";"764.5";"766.8";"";"80";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"8.3";"16.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"6.1";"";"";"";"";"";"";
"19.02.2014 22:00";"11.7";"764.7";"767.2";"";"77";"Ветер, дующий с запада";"6";"";"";"20–30%.";" ";"";"";"11.7";"15.0";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"19.02.2014 16:00";"15.0";"763.2";"765.6";"";"58";"Ветер, дующий с запада";"10";"";"";"20–30%.";" ";"";"";"12.2";"16.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"19.02.2014 10:00";"13.9";"764.5";"766.7";"";"69";"Ветер, дующий с западо-северо-запада";"7";"";"";"20–30%.";" ";"";"";"11.1";"13.9";"";"";"600-1000";"";"";"16.0";"8.3";"Следы осадков";"6";"";"";"";"";
"19.02.2014 04:00";"13.3";"762.7";"765.1";"";"93";"Ветер, дующий с запада";"5";"";"";"100%.";" ";"";"";"12.2";"16.7";"";"";"100-200";"";"";"16.0";"12.2";"0.3";"6";"";"";"";"";
"18.02.2014 22:00";"12.8";"762.7";"765.0";"";"77";"Ветер, дующий с запада";"8";"";"";"50%.";" ";"";"";"8.9";"16.1";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"18.02.2014 16:00";"16.1";"762.7";"764.9";"";"67";"Ветер, дующий с запада";"8";"";"";"70 – 80%.";" ";"";"";"8.9";"16.7";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"18.02.2014 10:00";"12.2";"764.7";"767.0";"";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"8.9";"12.8";"";"";"50-100";"";"";"16.0";"9.4";"";"";"";"";"";"";
"18.02.2014 04:00";"8.9";"763.6";"766.0";"";"89";"Ветер, дующий с западо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"8.9";"16.1";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"17.02.2014 22:00";"12.2";"764.2";"766.6";"";"80";"Ветер, дующий с запада";"5";"";"";"Облаков нет.";" ";"";"";"8.9";"15.6";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"17.02.2014 16:00";"15.0";"763.2";"765.5";"";"64";"Ветер, дующий с запада";"9";"";"";"70 – 80%.";" ";"";"";"8.9";"16.1";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"17.02.2014 10:00";"12.8";"764.2";"766.6";"";"72";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"7.8";"12.8";"";"";"300-600";"";"";"16.0";"7.8";"";"";"";"";"";"";
"17.02.2014 04:00";"9.4";"762.7";"765.0";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"8.9";"17.2";"";"";"";"";"";"16.0";"6.1";"";"";"";"";"";"";
"16.02.2014 22:00";"11.7";"763.6";"766.1";"";"72";"Ветер, дующий с западо-северо-запада";"4";"";"";"50%.";" ";"";"";"11.7";"17.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"16.02.2014 16:00";"17.2";"762.9";"765.3";"";"47";"Ветер, дующий с северо-северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"17.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"16.02.2014 10:00";"14.4";"764.9";"767.3";"";"65";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"10.0";"14.4";"";"";"300-600";"";"";"16.0";"7.8";"";"";"";"";"";"";
"16.02.2014 04:00";"12.2";"761.9";"764.2";"";"87";"Ветер, дующий с запада";"4";"";"";"20–30%.";" ";"";"";"12.2";"16.7";"";"";"300-600";"";"";"16.0";"10.0";"0.3";"6";"";"";"";"";
"15.02.2014 22:00";"14.4";"760.6";"763.0";"";"87";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"16.1";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"15.02.2014 16:00";"15.6";"759.9";"762.3";"";"72";"Ветер, дующий с юга";"4";"";"";"70 – 80%.";" ";"";"";"11.7";"16.7";"";"";"200-300";"";"";"16.0";"10.6";"";"";"";"";"";"";
"15.02.2014 10:00";"13.9";"760.6";"762.8";"";"87";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"11.1";"14.4";"";"";"200-300";"";"";"16.0";"11.7";"";"";"";"";"";"";
"15.02.2014 04:00";"11.7";"759.6";"761.9";"";"89";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"11.7";"18.9";"";"";"200-300";"";"";"16.0";"10.0";"";"";"";"";"";"";
"14.02.2014 22:00";"14.4";"761.6";"764.0";"";"81";"Ветер, дующий с западо-северо-запада";"2";"";"";"50%.";" ";"";"";"13.3";"17.8";"";"";"200-300";"";"";"16.0";"11.1";"";"";"";"";"";"";
"14.02.2014 16:00";"17.8";"761.9";"764.2";"";"60";"Ветер, дующий с западо-северо-запада";"4";"";"";"70 – 80%.";" ";"";"";"13.3";"18.9";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"14.02.2014 10:00";"15.0";"763.6";"766.0";"";"87";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"10.6";"15.0";"";"";"200-300";"";"";"16.0";"12.8";"";"";"";"";"";"";
"14.02.2014 04:00";"13.3";"763.2";"765.6";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"13.3";"19.4";"";"";"50-100";"";"";"2.8";"12.8";"";"";"";"";"";"";
"13.02.2014 22:00";"14.4";"762.9";"765.2";"";"90";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"18.9";"";"";"200-300";"";"";"16.0";"12.8";"";"";"";"";"";"";
"13.02.2014 16:00";"19.4";"762.7";"764.9";"";"71";"Ветер, дующий с западо-северо-запада";"5";"";"";"70 – 80%.";" ";"";"";"10.6";"19.4";"";"";"600-1000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"13.02.2014 10:00";"11.1";"764.9";"767.3";"";"100";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";"Дымка. ";"";"";"";"11.7";"";"";"100-200";"";"";"6.0";"11.1";"";"";"";"";"";"";
"13.02.2014 04:00";"10.6";"764.5";"766.7";"";"100";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"10.6";"13.3";"";"";"50-100";"";"";"12.0";"10.6";"";"";"";"";"";"";
"12.02.2014 22:00";"10.6";"764.9";"767.4";"";"96";"Ветер, дующий с западо-северо-запада";"3";"";"";"50%.";" ";"";"";"8.3";"12.8";"";"";"100-200";"";"";"16.0";"10.0";"";"";"";"";"";"";
"12.02.2014 16:00";"12.2";"764.9";"767.2";"";"90";"Ветер, дующий с западо-северо-запада";"6";"";"";"70 – 80%.";" ";"";"";"8.3";"13.3";"";"";"100-200";"";"";"16.0";"10.6";"";"";"";"";"";"";
"12.02.2014 10:00";"8.9";"766.5";"768.9";"";"96";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дымка. ";"";"";"7.8";"10.0";"";"";"100-200";"";"";"6.0";"8.3";"";"";"";"";"";"";
"12.02.2014 04:00";"8.3";"765.4";"767.7";"";"97";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"8.3";"13.3";"";"";"100-200";"";"";"16.0";"7.8";"";"";"";"";"";"";
"11.02.2014 22:00";"10.0";"765.4";"767.9";"";"96";"Ветер, дующий с запада";"5";"";"";"70 – 80%.";" ";"";"";"10.0";"11.7";"";"";"100-200";"";"";"16.0";"9.4";"";"";"";"";"";"";
"11.02.2014 16:00";"11.7";"764.2";"766.4";"";"86";"Ветер, дующий с западо-северо-запада";"6";"";"";"70 – 80%.";" ";"";"";"9.4";"13.3";"";"";"100-200";"";"";"16.0";"9.4";"";"";"";"";"";"";
"11.02.2014 10:00";"9.4";"766.2";"768.4";"";"97";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"9.4";"11.1";"";"";"100-200";"";"";"12.0";"8.9";"";"";"";"";"";"";
"11.02.2014 04:00";"10.6";"765.4";"767.7";"";"96";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"13.9";"";"";"100-200";"";"";"16.0";"10.0";"";"";"";"";"";"";
"10.02.2014 22:00";"11.1";"765.7";"768.0";"";"97";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"10.6";"14.4";"";"";"200-300";"";"";"16.0";"10.6";"";"";"";"";"";"";
"10.02.2014 16:00";"13.3";"765.7";"768.0";"";"87";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"13.9";"";"";"100-200";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.02.2014 10:00";"11.7";"766.9";"769.2";"";"100";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"11.1";"14.4";"";"";"100-200";"";"";"12.0";"11.7";"Следы осадков";"6";"";"";"";"";
"10.02.2014 04:00";"11.7";"763.6";"766.0";"";"100";"Ветер, дующий с западо-юго-запада";"7";"";"";"70 – 80%.";" ";"";"";"11.7";"15.0";"";"";"200-300";"";"";"16.0";"11.7";"Следы осадков";"6";"";"";"";"";
