# Метеостанция Сан-Франциско (аэропорт), США, WMO_ID=72494, выборка с 01.01.2014 по 01.01.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=72494&lang=ru
#
"Местное время в Сан-Франциско (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.04.2014 23:00";"8.9";"756.3";"758.6";"";"86";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"8.9";"11.1";"";"";"300-600";"";"";"16.0";"6.7";"5.0";"6";"";"";"";"";
"01.04.2014 17:00";"11.1";"755.5";"757.9";"";"83";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"8.9";"15.0";"";"";"1000-1500";"";"";"12.0";"8.3";"9.0";"6";"";"";"";"";
"01.04.2014 11:00";"12.2";"758.1";"760.3";"";"77";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"8.9";"12.8";"";"";"600-1000";"";"";"16.0";"8.3";"Следы осадков";"6";"";"";"";"";
"01.04.2014 05:00";"8.9";"757.1";"759.4";"";"93";"Ветер, дующий с юго-юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"8.9";"13.9";"";"";"300-600";"";"";"16.0";"7.8";"2.0";"6";"";"";"";"";
"31.03.2014 23:00";"10.6";"757.3";"759.6";"";"80";"Ветер, дующий с юга";"5";"";"";"70 – 80%.";" ";"";"";"9.4";"13.9";"";"";"300-600";"";"";"16.0";"7.2";"Следы осадков";"6";"";"";"";"";
"31.03.2014 17:00";"10.6";"756.3";"758.5";"";"83";"";"2";"";"";"70 – 80%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"9.4";"13.9";"";"";"300-600";"";"";"14.0";"7.8";"11.0";"6";"";"";"";"";
"31.03.2014 11:00";"13.9";"757.3";"759.7";"";"69";"Ветер, дующий с юга";"7";"11";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"10.6";"13.9";"";"";"600-1000";"";"";"12.0";"8.3";"Следы осадков";"6";"";"";"";"";
"31.03.2014 05:00";"11.7";"759.9";"762.1";"";"74";"Ветер, дующий с юга";"4";"";"";"50%.";" ";"";"";"10.6";"16.1";"";"";"600-1000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"30.03.2014 23:00";"12.2";"762.1";"764.5";"";"72";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"11.1";"16.1";"";"";"1000-1500";"";"";"16.0";"7.2";"";"";"";"";"";"";
"30.03.2014 17:00";"15.6";"762.4";"764.7";"";"53";"Ветер, дующий с западо-юго-запада";"5";"";"";"50%.";" ";"";"";"11.1";"16.1";"";"";"300-600";"";"";"16.0";"6.1";"";"";"";"";"";"";
"30.03.2014 11:00";"14.4";"762.9";"765.3";"";"67";"Ветер, дующий с запада";"5";"";"";"50%.";" ";"";"";"10.0";"15.0";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"30.03.2014 05:00";"11.1";"761.4";"763.8";"";"86";"Ветер, дующий с запада";"4";"";"";"20–30%.";" ";"";"";"11.1";"15.6";"";"";"1000-1500";"";"";"16.0";"8.9";"0.3";"6";"";"";"";"";
"29.03.2014 22:00";"12.2";"760.6";"763.0";"";"77";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"12.2";"16.1";"";"";"1500-2000";"";"";"16.0";"8.3";"0.3";"6";"";"";"";"";
"29.03.2014 16:00";"13.3";"760.6";"763.0";"";"84";"Ветер, дующий с запада";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"13.3";"15.6";"";"";"300-600";"";"";"14.0";"10.6";"11.0";"6";"";"";"";"";
"29.03.2014 10:00";"15.6";"761.4";"763.6";"";"90";"Ветер, дующий с юго-востока";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"14.4";"16.1";"";"";"200-300";"";"";"4.8";"13.9";"3.0";"6";"";"";"";"";
"29.03.2014 04:00";"15.6";"761.6";"763.9";"";"78";"Ветер, дующий с юго-юго-востока";"6";"";"";"100%.";" ";"";"";"15.0";"21.7";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"28.03.2014 22:00";"15.6";"763.2";"765.5";"";"72";"Ветер, дующий с юго-юго-запада";"7";"";"";"50%.";" ";"";"";"13.3";"18.3";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"28.03.2014 16:00";"18.3";"762.4";"764.8";"";"59";"Ветер, дующий с юго-запада";"10";"13";"";"70 – 80%.";" ";"";"";"13.3";"21.7";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"28.03.2014 10:00";"16.1";"764.5";"766.8";"";"75";"Ветер, дующий с востока";"5";"";"";"70 – 80%.";" ";"";"";"12.8";"17.2";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"28.03.2014 04:00";"13.3";"762.9";"765.3";"";"84";"Ветер, дующий с юго-востока";"3";"";"";"20–30%.";" ";"";"";"13.3";"18.3";"";"";"300-600";"";"";"16.0";"10.6";"Следы осадков";"6";"";"";"";"";
"27.03.2014 22:00";"15.0";"763.2";"765.4";"";"67";"Ветер, дующий с юга";"4";"";"";"70 – 80%.";" ";"";"";"12.8";"17.8";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"27.03.2014 16:00";"17.2";"761.4";"763.8";"";"52";"Ветер, дующий с юго-запада";"5";"";"";"70 – 80%.";" ";"";"";"12.8";"18.3";"";"";"300-600";"";"";"16.0";"7.2";"";"";"";"";"";"";
"27.03.2014 10:00";"15.0";"761.9";"764.2";"";"72";"Ветер, дующий с юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"15.6";"";"";"600-1000";"";"";"16.0";"10.0";"Следы осадков";"6";"";"";"";"";
"27.03.2014 04:00";"12.8";"759.4";"761.7";"";"83";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"12.8";"16.7";"";"";"300-600";"";"";"16.0";"10.0";"Следы осадков";"6";"";"";"";"";
"26.03.2014 22:00";"13.9";"758.8";"761.1";"";"74";"Ветер, дующий с западо-юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"12.2";"16.1";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"26.03.2014 16:00";"16.1";"756.6";"758.9";"";"65";"Ветер, дующий с западо-юго-запада";"8";"";"";"70 – 80%.";" ";"";"";"12.2";"16.7";"";"";"300-600";"";"";"16.0";"9.4";"2.0";"6";"";"";"";"";
"26.03.2014 10:00";"13.3";"755.8";"758.2";"";"87";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"13.9";"";"";"100-200";"";"";"11.0";"11.1";"7.0";"6";"";"";"";"";
"26.03.2014 04:00";"13.3";"755.1";"757.3";"";"77";"Ветер, дующий с юго-юго-запада";"4";"";"";"70 – 80%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.2";"16.7";"";"";"300-600";"";"";"16.0";"9.4";"Следы осадков";"6";"";"";"";"";
"25.03.2014 22:00";"13.9";"756.8";"759.1";"";"83";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"16.7";"";"";"200-300";"";"";"16.0";"11.1";"0.3";"6";"";"";"";"";
"25.03.2014 16:00";"16.7";"757.3";"759.7";"";"70";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"16.7";"";"";"300-600";"";"";"16.0";"11.1";"2.0";"6";"";"";"";"";
"25.03.2014 10:00";"15.6";"760.1";"762.4";"";"72";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"8.9";"16.1";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"25.03.2014 04:00";"10.6";"759.9";"762.1";"";"80";"Ветер, дующий с юга";"2";"";"";"20–30%.";" ";"";"";"10.6";"21.7";"";"";"300-600";"";"";"16.0";"7.2";"";"";"";"";"";"";
"24.03.2014 22:00";"12.8";"760.9";"763.3";"";"62";"Ветер, дующий с запада";"6";"";"";"20–30%.";" ";"";"";"9.4";"21.1";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"24.03.2014 16:00";"21.1";"760.6";"763.0";"";"42";"Ветер, дующий с западо-северо-запада";"7";"";"";"50%.";" ";"";"";"9.4";"21.7";"";"";"300-600";"";"";"16.0";"7.8";"";"";"";"";"";"";
"24.03.2014 10:00";"13.9";"763.6";"766.0";"";"72";"Ветер, дующий с северо-запада";"5";"";"";"20–30%.";" ";"";"";"8.9";"13.9";"";"";"100-200";"";"";"14.0";"8.9";"";"";"";"";"";"";
"24.03.2014 04:00";"9.4";"762.1";"764.5";"";"93";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"9.4";"17.8";"";"";"";"";"";"12.0";"8.3";"";"";"";"";"";"";
"23.03.2014 22:00";"11.1";"762.9";"765.1";"";"86";"Ветер, дующий с запада";"4";"";"";"20–30%.";" ";"";"";"10.0";"16.7";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"23.03.2014 16:00";"16.7";"762.1";"764.5";"";"58";"Ветер, дующий с западо-северо-запада";"7";"";"";"20–30%.";" ";"";"";"10.0";"17.8";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"23.03.2014 10:00";"13.3";"764.5";"766.6";"";"75";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"9.4";"13.3";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"23.03.2014 04:00";"10.0";"762.9";"765.4";"";"83";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"10.0";"18.3";"";"";"300-600";"";"";"16.0";"7.2";"";"";"";"";"";"";
"22.03.2014 22:00";"11.1";"762.7";"765.1";"";"83";"Ветер, дующий с западо-северо-запада";"5";"";"";"20–30%.";" ";"";"";"8.3";"17.2";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"22.03.2014 16:00";"17.2";"760.9";"763.3";"";"58";"Ветер, дующий с западо-северо-запада";"7";"";"";"50%.";" ";"";"";"8.3";"18.3";"";"";"300-600";"";"";"16.0";"8.9";"";"";"";"";"";"";
"22.03.2014 10:00";"13.9";"762.1";"764.5";"";"72";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"8.3";"13.9";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"22.03.2014 04:00";"9.4";"760.1";"762.4";"";"80";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"8.3";"18.3";"";"";"300-600";"";"";"16.0";"6.1";"";"";"";"";"";"";
"21.03.2014 22:00";"11.7";"759.6";"761.9";"";"74";"Ветер, дующий с юго-запада";"3";"";"";"20–30%.";" ";"";"";"9.4";"16.7";"";"";"100-200";"";"";"16.0";"7.2";"";"";"";"";"";"";
"21.03.2014 16:00";"16.7";"758.4";"760.6";"";"60";"Ветер, дующий с западо-северо-запада";"9";"";"";"50%.";" ";"";"";"9.4";"18.3";"";"";"2000-2500";"";"";"16.0";"8.9";"";"";"";"";"";"";
"21.03.2014 10:00";"14.4";"759.6";"762.1";"";"70";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"9.4";"14.4";"";"";"300-600";"";"";"14.0";"8.9";"";"";"";"";"";"";
"21.03.2014 04:00";"10.0";"758.6";"760.9";"";"80";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"9.4";"20.6";"";"";"300-600";"";"";"16.0";"6.7";"";"";"";"";"";"";
"20.03.2014 22:00";"11.7";"759.4";"761.8";"";"74";"Ветер, дующий с западо-юго-запада";"5";"";"";"50%.";" ";"";"";"11.7";"15.0";"";"";"300-600";"";"";"16.0";"7.2";"";"";"";"";"";"";
"20.03.2014 16:00";"14.4";"758.8";"761.2";"";"70";"Ветер, дующий с западо-северо-запада";"10";"";"";"70 – 80%.";" ";"";"";"12.8";"20.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"20.03.2014 10:00";"16.7";"760.9";"763.2";"";"75";"Ветер, дующий с северо-востока";"2";"";"";"50%.";" ";"";"";"12.2";"16.7";"";"";"2500 или более, или облаков нет.";"";"";"14.0";"12.2";"";"";"";"";"";"";
"20.03.2014 04:00";"12.8";"760.6";"763.0";"";"80";"Ветер, дующий с западо-северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"22.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"19.03.2014 22:00";"15.0";"760.9";"763.3";"";"54";"Ветер, дующий с запада";"4";"";"";"20–30%.";" ";"";"";"10.0";"21.1";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"19.03.2014 16:00";"20.6";"760.4";"762.7";"";"35";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";" ";"";"";"10.0";"22.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"19.03.2014 10:00";"16.1";"761.9";"764.2";"";"67";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"9.4";"16.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"19.03.2014 04:00";"10.0";"759.6";"761.8";"";"61";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"10.0";"21.7";"";"";"";"";"";"16.0";"2.8";"";"";"";"";"";"";
"18.03.2014 22:00";"14.4";"758.8";"761.1";"";"36";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"9.4";"20.0";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"18.03.2014 16:00";"20.0";"757.3";"759.7";"";"28";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"9.4";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"18.03.2014 10:00";"16.1";"759.4";"761.5";"";"52";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"8.9";"16.1";"";"";"1500-2000";"";"";"16.0";"6.1";"";"";"";"";"";"";
"18.03.2014 04:00";"9.4";"757.9";"760.3";"";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"9.4";"18.9";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"17.03.2014 22:00";"12.2";"759.6";"761.9";"";"77";"Ветер, дующий с западо-северо-запада";"5";"";"";"20–30%.";" ";"";"";"12.2";"17.2";"";"";"300-600";"";"";"16.0";"8.3";"";"";"";"";"";"";
"17.03.2014 16:00";"16.7";"760.4";"762.6";"";"56";"Ветер, дующий с запада";"10";"";"";"20–30%.";" ";"";"";"12.2";"18.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"17.03.2014 10:00";"15.0";"763.4";"765.8";"";"64";"Ветер, дующий с запада";"5";"";"";"50%.";" ";"";"";"11.7";"15.0";"";"";"600-1000";"";"";"16.0";"8.3";"Следы осадков";"6";"";"";"";"";
"17.03.2014 04:00";"12.2";"764.5";"766.9";"";"83";"Ветер, дующий с западо-северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"16.03.2014 22:00";"12.2";"765.7";"768.1";"";"83";"Ветер, дующий с запада";"10";"13";"";"50%.";" ";"";"";"11.1";"15.0";"";"";"200-300";"";"";"16.0";"9.4";"";"";"";"";"";"";
"16.03.2014 16:00";"14.4";"765.2";"767.5";"";"75";"Ветер, дующий с запада";"12";"";"";"70 – 80%.";" ";"";"";"11.1";"20.0";"";"";"100-200";"";"";"16.0";"10.0";"";"";"";"";"";"";
"16.03.2014 10:00";"16.1";"767.5";"769.9";"";"78";"Ветер, дующий с северо-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"10.6";"16.1";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"16.03.2014 04:00";"11.7";"766.9";"769.3";"";"86";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"11.1";"24.4";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"15.03.2014 22:00";"13.9";"767.2";"769.6";"";"81";"Ветер, дующий с западо-северо-запада";"6";"";"";"Облаков нет.";" ";"";"";"11.1";"22.8";"";"";"";"";"";"16.0";"10.6";"";"";"";"";"";"";
"15.03.2014 16:00";"22.8";"766.0";"768.2";"";"48";"Ветер, дующий с западо-северо-запада";"7";"";"";"20–30%.";" ";"";"";"11.1";"24.4";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"11.1";"";"";"";"";"";"";
"15.03.2014 10:00";"16.7";"767.5";"769.8";"";"78";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"10.6";"16.7";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"15.03.2014 04:00";"11.7";"765.7";"768.1";"";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"11.1";"20.6";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
"14.03.2014 22:00";"14.4";"765.2";"767.5";"";"75";"Ветер, дующий с западо-северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"12.2";"18.3";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"14.03.2014 16:00";"18.3";"763.6";"766.1";"";"63";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"12.2";"20.6";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"14.03.2014 10:00";"15.6";"764.5";"766.8";"";"70";"";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"15.6";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"14.03.2014 04:00";"12.8";"762.1";"764.4";"";"80";"Ветер, дующий с западо-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"24.4";"";"";"200-300";"";"";"16.0";"9.4";"";"";"";"";"";"";
"13.03.2014 22:00";"13.3";"761.4";"763.8";"";"81";"Ветер, дующий с северо-запада";"6";"";"";"20–30%.";" ";"";"";"11.7";"18.3";"";"";"200-300";"";"";"16.0";"10.0";"";"";"";"";"";"";
"13.03.2014 16:00";"18.3";"759.6";"761.8";"";"59";"Ветер, дующий с запада";"10";"";"";"20–30%.";" ";"";"";"11.7";"24.4";"";"";"300-600";"";"";"16.0";"10.0";"";"";"";"";"";"";
"13.03.2014 10:00";"17.2";"761.4";"763.6";"";"60";"Ветер, дующий с северо-востока";"3";"";"";"20–30%.";" ";"";"";"11.7";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"13.03.2014 04:00";"12.2";"760.1";"762.4";"";"49";"Ветер, дующий с западо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"11.7";"22.2";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"12.03.2014 22:00";"17.2";"760.6";"763.0";"";"37";"Ветер, дующий с запада";"6";"";"";"Облаков нет.";" ";"";"";"15.6";"21.7";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"12.03.2014 16:00";"21.1";"759.9";"762.2";"";"47";"Ветер, дующий с севера";"5";"";"";"20–30%.";" ";"";"";"15.6";"22.2";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"12.03.2014 10:00";"16.7";"762.1";"764.5";"";"48";"Ветер, дующий с северо-северо-востока";"9";"";"";"20–30%.";" ";"";"";"14.4";"18.3";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"12.03.2014 04:00";"15.6";"759.9";"762.2";"";"46";"Ветер, дующий с северо-востока";"13";"";"";"Облаков нет.";" ";"";"";"15.6";"20.6";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"11.03.2014 22:00";"17.8";"760.6";"763.0";"";"43";"Ветер, дующий с северо-востока";"9";"11";"";"Облаков нет.";" ";"";"";"13.3";"20.6";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"11.03.2014 16:00";"20.0";"760.4";"762.7";"";"27";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"13.3";"20.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"11.03.2014 10:00";"15.0";"763.2";"765.5";"";"44";"Ветер, дующий с востока";"4";"";"";"20–30%.";" ";"";"";"13.3";"15.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"11.03.2014 04:00";"14.4";"763.4";"765.7";"";"51";"Ветер, дующий с севера";"8";"10";"";"Облаков нет.";" ";"";"";"13.3";"18.9";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"10.03.2014 22:00";"15.6";"764.7";"767.2";"";"67";"Ветер, дующий с северо-северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"13.3";"17.2";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"10.03.2014 16:00";"17.2";"763.9";"766.3";"";"60";"Ветер, дующий с запада";"8";"";"";"50%.";" ";"";"";"13.3";"18.9";"";"";"1000-1500";"";"";"16.0";"9.4";"";"";"";"";"";"";
"10.03.2014 10:00";"15.0";"765.7";"768.1";"";"69";"Ветер, дующий с западо-северо-запада";"5";"";"";"70 – 80%.";" ";"";"";"12.8";"16.1";"";"";"600-1000";"";"";"16.0";"9.4";"Следы осадков";"6";"";"";"";"";
"10.03.2014 04:00";"13.3";"762.4";"764.8";"";"93";"Ветер, дующий с запада";"6";"";"";"100%.";" ";"";"";"13.3";"21.7";"";"";"100-200";"";"";"16.0";"12.2";"";"";"";"";"";"";
"09.03.2014 22:00";"15.0";"762.9";"765.2";"";"62";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"14.4";"21.7";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"09.03.2014 16:00";"20.0";"761.6";"764.0";"";"61";"Ветер, дующий с западо-северо-запада";"4";"";"";"70 – 80%.";" ";"";"";"14.4";"20.0";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"12.2";"";"";"";"";"";"";
"09.03.2014 10:00";"16.1";"763.6";"766.0";"";"81";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"13.3";"17.2";"";"";"2000-2500";"";"";"16.0";"12.8";"";"";"";"";"";"";
"09.03.2014 04:00";"15.0";"763.4";"765.7";"";"81";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"14.4";"19.4";"";"";"2000-2500";"";"";"16.0";"11.7";"Следы осадков";"6";"";"";"";"";
"08.03.2014 22:00";"16.1";"764.9";"767.2";"";"63";"Ветер, дующий с запада";"5";"";"";"70 – 80%.";" ";"";"";"8.9";"18.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"08.03.2014 16:00";"18.9";"762.9";"765.1";"";"65";"Ветер, дующий с западо-северо-запада";"6";"";"";"70 – 80%.";" ";"";"";"8.9";"19.4";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"12.2";"";"";"";"";"";"";
"08.03.2014 10:00";"13.3";"764.5";"766.6";"";"90";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"8.9";"13.3";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"08.03.2014 04:00";"8.9";"762.9";"765.3";"";"93";"Ветер, дующий с западо-северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"8.9";"17.8";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
"07.03.2014 22:00";"12.2";"763.4";"765.7";"";"87";"Ветер, дующий с запада";"6";"";"";"Облаков нет.";" ";"";"";"10.0";"16.1";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"07.03.2014 16:00";"16.1";"762.7";"765.0";"";"65";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"10.0";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"07.03.2014 10:00";"13.9";"764.5";"766.6";"";"74";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"9.4";"13.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"07.03.2014 04:00";"10.6";"763.4";"765.9";"";"96";"Ветер, дующий с западо-северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"10.0";"17.2";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"06.03.2014 22:00";"12.8";"764.9";"767.2";"";"96";"Ветер, дующий с западо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"12.8";"16.7";"";"";"300-600";"";"";"14.0";"12.2";"";"";"";"";"";"";
"06.03.2014 16:00";"16.1";"763.4";"765.8";"";"72";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"12.8";"17.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"06.03.2014 10:00";"15.0";"764.2";"766.4";"";"87";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"12.2";"16.1";"";"";"200-300";"";"";"16.0";"12.8";"";"";"";"";"";"";
"06.03.2014 04:00";"12.8";"762.4";"764.6";"";"100";"Ветер, дующий с запада";"5";"";"";"100%.";" ";"";"";"12.8";"20.0";"";"";"200-300";"";"";"12.0";"12.8";"4.0";"6";"";"";"";"";
"05.03.2014 22:00";"16.1";"759.9";"762.3";"";"93";"Ветер, дующий с юга";"6";"8";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.2";"18.3";"";"";"300-600";"";"";"9.0";"15.0";"Следы осадков";"6";"";"";"";"";
"05.03.2014 16:00";"18.3";"760.6";"763.0";"";"61";"Ветер, дующий с юго-юго-запада";"7";"";"";"100%.";" ";"";"";"12.2";"20.0";"";"";"1000-1500";"";"";"16.0";"10.6";"";"";"";"";"";"";
"05.03.2014 10:00";"15.0";"761.9";"764.2";"";"90";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"12.8";"15.0";"";"";"200-300";"";"";"12.0";"13.3";"";"";"";"";"";"";
"05.03.2014 04:00";"13.3";"761.9";"764.2";"";"97";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"12.2";"16.7";"";"";"300-600";"";"";"12.0";"12.8";"";"";"";"";"";"";
"04.03.2014 22:00";"12.2";"761.9";"764.4";"";"100";"Ветер, дующий с западо-северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"16.1";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"04.03.2014 16:00";"15.6";"761.2";"763.5";"";"86";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"11.7";"16.7";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
